,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date
494,2009,1562.8,1562.8,1562.8,2009-08-17
495,2009,22650.0,22650.0,22650.0,2009-07-27
496,2009,1325.0,1325.0,1325.0,2009-02-20
497,2009,17974.7,17974.7,17974.7,2009-03-05
498,2009,377.0,377.0,377.0,2009-02-12
499,2009,792.46,792.46,792.46,2009-02-20
500,2009,1938.72,1938.72,1938.72,2009-01-16
501,2009,116809.31,116809.31,290387.62,2009-09-18
502,2009,377.0,377.0,377.0,2009-08-31
503,2009,1132.5,1132.5,1132.5,2009-08-24
504,2009,530.0,530.0,530.0,2009-07-30
505,2009,1885.0,1885.0,1885.0,2009-08-24
506,2009,2900.0,2900.0,2900.0,2009-08-21
507,2009,20808.82,20808.82,20808.82,2009-05-27
508,2009,3775.0,3775.0,3775.0,2009-08-14
509,2009,795.0,795.0,795.0,2009-03-23
510,2009,377.0,377.0,377.0,2009-04-30
511,2009,259615.38,259615.38,259615.38,2009-05-29
512,2009,754.0,754.0,754.0,2009-09-21
513,2009,377.5,377.5,377.5,2009-04-16
514,2009,932326.09,932326.09,2070269.0,2009-09-11
515,2009,40937.48,40937.48,40937.48,2009-08-03
516,2009,377.0,377.0,377.0,2009-07-20
517,2009,13336.0,13336.0,13336.0,2009-09-15
518,2009,377.0,377.0,377.0,2009-09-11
519,2009,377.5,377.5,377.5,2009-02-09
520,2009,7550.0,7550.0,7550.0,2009-06-08
521,2009,3320.0,3320.0,3320.0,2009-08-19
522,2009,265.0,265.0,265.0,2009-01-08
523,2009,3775.0,3775.0,3775.0,2009-08-04
524,2009,1131.0,1131.0,1131.0,2009-09-18
